first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,image_url,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Giovani,Lo Celso,Villarreal,Midfielder,177cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,09/04/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p200826.png,11,,,16,50%,,3,4,2,1,,37,41,26,7,0,4,,0,2,349,31.73,0,5,40%,2,9,1,0,10,0,2,0,0,2,1,0.18,0,0,8,4,50%,0,,,,,,,,
Tom,Lockyer,Luton Town,Defender,185cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,03/12/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p108796.png,14,0,23,25,64%,1,1,23,66,31,0,89,70,42,4,31,17,1,0,1,418,29.86,1,1,0%,1,45,4,0,15,0,1,0,0,1,0,,,,,,,,,,,,,,,
Ruben,Loftus-Cheek,,Midfielder,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/01/1996,https://resources.premierleague.com/premierleague/photos/players/250x250/p126187.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Andy,Lonergan,Everton,Goalkeeper,192cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/10/1983  (40),https://resources.premierleague.com/premierleague/photos/players/250x250/p11948.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Sean,Longstaff,Newcastle United,Midfielder,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/10/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p180135.png,23,,,31,55%,,7,10,15,11,,91,73,86,5,9,15,,0,2,792,34.43,3,15,27%,4,34,5,0,10,2,4,0,3,1,0,0.17,0,0,24,10,42%,2,,,,,,,,
Jamal,Lowe,,Forward,183cm,Jamaica,https://resources.premierleague.com/premierleague/flags/JM.png,21/07/1994,https://resources.premierleague.com/premierleague/photos/players/250x250/p128309.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lucas,Moura,,Forward,172cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,13/08/1992,https://resources.premierleague.com/premierleague/photos/players/250x250/p95715.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lucas,Paquetá,West Ham United,Midfielder,180cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,27/08/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p224024.png,19,,,45,73%,,2,14,17,14,,137,152,153,29,34,35,,0,5,889,46.79,8,16,25%,19,43,6,0,31,3,2,0,0,2,2,0.11,1,0,23,6,26%,2,,,,,,,,
,Luizão,,Defender,187cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,08/03/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Romelu,Lukaku,,Forward,191cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,13/05/1993,https://resources.premierleague.com/premierleague/photos/players/250x250/p66749.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jayden,Luker,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/04/2005,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sasa,Lukic,Fulham,Midfielder,183cm,Serbia,https://resources.premierleague.com/premierleague/flags/RS.png,13/08/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p212314.png,14,,,15,47%,,1,7,7,3,,24,27,30,4,4,3,,0,0,251,17.93,0,3,0%,2,6,2,0,12,0,0,0,0,0,0,0.00,0,0,6,1,17%,1,,,,,,,,
Lyle,Taylor,,Forward,188cm,Montserrat,https://resources.premierleague.com/premierleague/flags/MS.png,29/03/1990,https://resources.premierleague.com/premierleague/photos/players/250x250/p57647.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ian,Maatsen,,Defender,167cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,10/03/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p441302.png,12,0,5,3,67%,0,3,3,9,5,0,11,7,25,0,3,5,0,0,0,119,9.92,0,8,25%,1,2,1,0,5,0,0,0,0,0,1,,,,,,,,,,,,,,,
Alexis,Mac Allister,Liverpool,Midfielder,176cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,24/12/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p243016.png,21,,,59,58%,,5,24,13,5,,120,121,119,15,16,16,,0,3,"1,185",56.43,2,18,33%,10,36,5,1,34,0,2,0,2,0,0,0.10,0,0,18,4,22%,0,,,,,,,,
Matt,Macey,,Goalkeeper,201cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/09/1994,https://resources.premierleague.com/premierleague/photos/players/250x250/p113534.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
James,Maddison,Tottenham Hotspur,Midfielder,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/11/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p172780.png,15,,,21,52%,,8,8,3,1,,30,84,69,21,1,6,,0,6,727,48.47,7,75,19%,11,26,3,0,12,2,3,0,3,0,0,0.20,0,0,37,18,49%,2,,,,,,,,
Noni,Madueke,Chelsea,Forward,176cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/03/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p248857.png,12,,,7,,,3,1,6,4,,,,,,,,,,0,171,14.25,0,13,,,,1,0,7,0,2,0,1,1,1,0.17,1,0,10,4,40%,0,,,,,,,,
Paris,Maghoma,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/05/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p220695.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Harry,Maguire,Manchester United,Defender,194cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/03/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p95658.png,16,4,17,16,69%,0,4,19,52,38,0,53,71,45,0,48,16,0,0,2,763,47.69,2,3,33%,0,61,3,0,18,6,1,0,0,1,0,,,,,,,,,,,,,,,
Riyad,Mahrez,,Forward,179cm,Algeria,https://resources.premierleague.com/premierleague/flags/DZ.png,21/02/1991,https://resources.premierleague.com/premierleague/photos/players/250x250/p103025.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kobbie,Mainoo,Manchester United,Midfielder,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/04/2005  (18),https://resources.premierleague.com/premierleague/photos/players/250x250/p516895.png,12,,,20,60%,,1,11,19,13,,42,56,54,13,15,12,,1,0,438,36.50,0,2,0%,5,13,3,0,11,0,1,0,1,0,0,0.08,0,0,5,2,40%,0,,,,,,,,
Ainsley,Maitland-Niles,,Midfielder,177cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/08/1997,https://resources.premierleague.com/premierleague/photos/players/250x250/p154043.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tyrell,Malacia,Manchester United,Defender,170cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,17/08/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p222690.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Orel,Mangala,,Midfielder,178cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,18/03/1998,https://resources.premierleague.com/premierleague/photos/players/250x250/p179519.png,20,,,27,48%,,1,26,28,11,,74,70,72,13,10,4,,0,0,642,32.10,0,2,50%,1,23,6,0,23,0,1,0,1,0,0,0.05,0,0,10,1,10%,1,,,,,,,,
Javier,Manquillo,,Defender,178cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,05/05/1994,https://resources.premierleague.com/premierleague/photos/players/250x250/p109528.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Benson,Manuel,Burnley,Forward,178cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,28/03/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p183751.png,5,,,2,,,0,0,0,0,,,,,,,,,,0,28,5.60,0,7,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
Marcelo,Pitaluga,,Goalkeeper,192cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,20/12/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p443629.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Solly,March,Brighton &amp; Hove Albion,Midfielder,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/07/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p109345.png,7,,,19,74%,,6,11,8,3,,36,41,40,8,6,4,,0,1,221,31.57,2,21,33%,1,4,1,0,12,7,3,1,0,2,0,0.43,0,0,14,6,43%,1,,,,,,,,
Emiliano,Marcondes,,Midfielder,182cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,09/03/1995,https://resources.premierleague.com/premierleague/photos/players/250x250/p133845.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mario,Lemina,Wolverhampton Wanderers,Midfielder,184cm,Gabon,https://resources.premierleague.com/premierleague/flags/GA.png,01/09/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p151086.png,23,,,65,69%,,11,33,44,23,,148,120,98,15,27,27,,0,0,904,39.30,0,8,13%,5,37,8,1,30,5,4,3,1,0,1,0.17,0,0,35,13,37%,2,,,,,,,,
Finley,Marjoram,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/03/2006,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,Marquinhos,,Forward,175cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,07/04/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p479683.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Filip,Marschall,,Goalkeeper,195cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,24/04/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p462381.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Zach,Marsh,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/10/2005,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Callum,Marshall,,Forward,172cm,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,28/11/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/p565431.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Anthony,Martial,Manchester United,Forward,181cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,05/12/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p148225.png,13,,,4,,,1,0,3,2,,,,,,,,,,0,137,10.54,0,0,,,,0,0,3,3,1,0,1,0,0,0.08,0,0,6,4,67%,0,,,,,,,,
Emiliano,Martínez,Aston Villa,Goalkeeper,195cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,02/09/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p98980.png,25,6,34,,,,,,,,,,,,,,,1,1,0,888,35.52,,,,,117,4,0,1,,0,,,,,,,,,,,,72,0,2,25,3,31,119,114
Han-Noah,Massengo,Burnley,Midfielder,178cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,07/07/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p437757.png,3,0,0,1,100%,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,9,3.00,0,2,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Arthur,Masuaku,,Defender,179cm,DR Congo,https://resources.premierleague.com/premierleague/flags/CD.png,07/11/1993,https://resources.premierleague.com/premierleague/photos/players/250x250/p105717.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mateo,Mejia,,Forward,,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,31/03/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jean-Philippe,Mateta,Crystal Palace,Forward,192cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,28/06/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p231747.png,23,,,11,,,5,3,6,5,,,,,,,,,,4,249,10.83,4,9,,,,2,0,22,12,4,1,3,0,0,0.17,2,0,21,11,52%,1,,,,,,,,
Matheus,Cunha,Wolverhampton Wanderers,Forward,183cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,27/05/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p430871.png,24,,,24,,,10,13,15,7,,,,,,,,,,6,605,25.21,7,16,,,,5,0,19,3,9,2,6,1,3,0.38,1,0,60,31,52%,5,,,,,,,,
Matheus,França,Crystal Palace,Forward,178cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,01/04/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p536694.png,9,,,3,100%,,2,1,1,0,,15,10,27,4,1,4,,0,1,59,6.56,1,14,21%,0,3,1,0,5,2,0,0,0,0,0,0.00,0,0,8,2,25%,0,,,,,,,,
Matheus,Nunes,Manchester City,Midfielder,184cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,27/08/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p465351.png,13,,,11,36%,,1,6,8,5,,32,56,53,20,6,7,,0,2,397,30.54,2,18,33%,0,4,0,1,6,5,0,0,0,0,0,0.00,0,0,4,2,50%,1,,,,,,,,
Joël,Matip,Liverpool,Defender,195cm,Cameroon,https://resources.premierleague.com/premierleague/flags/CM.png,08/08/1991  (32),https://resources.premierleague.com/premierleague/photos/players/250x250/p60914.png,10,2,9,12,50%,0,1,9,41,26,0,58,43,27,0,28,10,1,0,0,563,56.30,0,0,0%,0,16,2,0,7,1,0,0,0,0,0,,,,,,,,,,,,,,,
Alex,Matos,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/10/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,1,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Matthew,Craig,,Midfielder,,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,16/04/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p461201.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Remi,Matthews,Crystal Palace,Goalkeeper,184cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/02/1994  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p169593.png,1,0,1,,,,,,,,,,,,,,,0,0,0,5,5.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,1,0,0,0,1
Matty,Longstaff,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,21/03/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p223175.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Neal,Maupay,Brentford,Forward,173cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,14/08/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p115382.png,23,,,10,,,12,2,4,3,,,,,,,,,,3,349,15.17,5,8,,,,5,0,17,4,6,1,3,2,1,0.26,0,0,39,20,51%,6,,,,,,,,
Konstantinos,Mavropanos,West Ham United,Defender,194cm,Greece,https://resources.premierleague.com/premierleague/flags/GR.png,11/12/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p233963.png,11,3,13,15,67%,0,0,17,49,22,0,40,48,26,1,25,14,1,1,0,339,30.82,0,1,0%,1,23,1,0,10,0,1,1,0,0,0,,,,,,,,,,,,,,,
Adrian,Mazilu,,Forward,,Romania,https://resources.premierleague.com/premierleague/flags/RO.png,13/09/2005,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kevin,Mbabu,,Defender,184cm,Switzerland,https://resources.premierleague.com/premierleague/flags/CH.png,19/04/1995,https://resources.premierleague.com/premierleague/photos/players/250x250/p120721.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Loïc,Mbe Soh,,Defender,186cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,13/06/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p242885.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Bryan,Mbeumo,Brentford,Midfielder,173cm,Cameroon,https://resources.premierleague.com/premierleague/flags/CM.png,07/08/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p446008.png,15,,,12,67%,,7,5,8,5,,58,64,109,12,17,41,,0,3,440,29.33,2,73,33%,6,12,1,0,17,1,7,0,0,7,0,0.47,3,0,41,17,41%,7,,,,,,,,
Sean,McAllister,,Midfielder,,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,15/09/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p486623.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
James,McArthur,,Midfielder,178cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,07/10/1987,https://resources.premierleague.com/premierleague/photos/players/250x250/p50471.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
John,McAtee,,Forward,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/07/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/p422303.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oliver,McBurnie,Sheffield United,Forward,188cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,04/06/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p169432.png,14,,,10,,,4,3,17,16,,,,,,,,,,2,252,18.00,2,3,,,,1,2,12,4,4,1,3,0,2,0.29,2,0,21,11,52%,4,,,,,,,,
James,McConnell,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/09/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/p491501.png,3,,,0,0%,,0,1,0,0,,0,1,1,0,0,0,,0,0,6,2.00,0,0,0%,0,1,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Delano,McCoy-Splatt,,Midfielder,,Jamaica,https://resources.premierleague.com/premierleague/flags/JM.png,11/10/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jamie,McDonnell,Nottingham Forest,Midfielder,,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,16/02/2004  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Callum,McFarlane,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/09/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tom,McGill,Brighton &amp; Hove Albion,Goalkeeper,185cm,Canada,https://resources.premierleague.com/premierleague/flags/CA.png,25/03/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p209288.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
John,McGinn,Aston Villa,Midfielder,178cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,18/10/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p122806.png,26,,,42,62%,,8,14,14,7,,120,141,148,44,7,13,,0,3,860,33.08,9,56,30%,13,52,7,0,30,1,6,0,3,3,0,0.23,0,1,35,16,46%,3,,,,,,,,
Callan,McKenna,Bournemouth,Goalkeeper,,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,22/12/2006  (17),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Luke,McNally,,Defender,184cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,20/09/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dwight,McNeil,Everton,Forward,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/11/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p433154.png,23,,,29,,,11,14,18,10,,,,,,,,,,5,594,25.83,12,145,,,,1,0,12,4,2,0,0,2,2,0.09,0,0,33,9,27%,2,,,,,,,,
Charlie,McNeill,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/09/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Scott,McTominay,Manchester United,Midfielder,193cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,08/12/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p195851.png,23,,,38,47%,,7,11,32,20,,64,79,75,8,24,28,,0,1,443,19.26,2,3,0%,0,14,0,0,20,5,7,4,2,1,0,0.30,0,0,35,17,49%,5,,,,,,,,
Ben,Mee,Brentford,Defender,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,21/09/1989  (34),https://resources.premierleague.com/premierleague/photos/players/250x250/p51927.png,16,1,26,26,58%,0,4,13,57,34,1,67,67,54,3,35,32,0,0,0,605,37.81,0,5,60%,0,36,1,1,7,1,2,2,0,0,0,,,,,,,,,,,,,,,
Hannibal,Mejbri,,Midfielder,177cm,Tunisia,https://resources.premierleague.com/premierleague/flags/TN.png,21/01/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p465527.png,5,,,3,100%,,0,0,0,0,,10,13,16,2,2,4,,0,0,37,7.40,0,1,0%,2,2,1,0,5,1,1,0,1,0,0,0.20,0,0,1,1,100%,0,,,,,,,,
Édouard,Mendy,,Goalkeeper,194cm,Senegal,https://resources.premierleague.com/premierleague/flags/SN.png,01/03/1992,https://resources.premierleague.com/premierleague/photos/players/250x250/p228286.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
