first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,Appearances,image_url,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Willy,Kambwala,,Defender,,France,https://resources.premierleague.com/premierleague/flags/FR.png,25/08/2004,2,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,2,1,0%,0,0,0,3,1,0,3,1,4,0,0,1,0,0,0,88,44.00,0,0,0%,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Thomas,Kaminski,Luton Town,Goalkeeper,190cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,23/10/1992  (31),25,https://resources.premierleague.com/premierleague/photos/players/250x250/p54738.png,2,51,,,,,,,,,,,,,,,0,1,0,852,34.08,,,,,200,3,0,0,,0,,,,,,,,,,,,97,0,8,13,4,20,101,227
Harry,Kane,,Forward,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/07/1993,320,https://resources.premierleague.com/premierleague/photos/players/250x250/p78830.png,,,190,,,284,75,239,189,,,,,,,,,,46,"7,012",21.91,81,294,,,,38,0,306,204,213,40,130,41,36,0.67,33,2,"1,179",523,44%,128,,,,,,,,
N'Golo,Kanté,,Midfielder,168cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,29/03/1991,227,https://resources.premierleague.com/premierleague/photos/players/250x250/p116594.png,,,687,62%,,57,507,217,93,,"1,711","1,187","1,146",259,153,249,,2,17,"12,022",52.96,24,115,26%,38,476,32,0,280,8,12,0,7,5,0,0.05,0,0,155,42,27%,11,,,,,,,,
Michal,Karbownik,,Defender,175cm,Poland,https://resources.premierleague.com/premierleague/flags/PL.png,13/03/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p442229.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Loris,Karius,Newcastle United,Goalkeeper,189cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,22/06/1993  (30),30,https://resources.premierleague.com/premierleague/photos/players/250x250/p104542.png,13,30,,,,,,,,,,,,,,,0,2,0,820,27.33,,,,,127,1,0,2,,0,,,,,,,,,,,,55,1,15,15,7,19,149,159
Leigh,Kavanagh,Brighton &amp; Hove Albion,Defender,,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,27/12/2003  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Hayao,Kawabe,,Midfielder,178cm,Japan,https://resources.premierleague.com/premierleague/flags/JP.png,08/09/1995,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p156414.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Michael,Keane,Everton,Defender,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,11/01/1993  (31),237,https://resources.premierleague.com/premierleague/photos/players/250x250/p106611.png,59,333,243,63%,3,25,378,"1,326",852,3,"1,007","1,306",819,38,975,565,3,4,10,"9,739",41.09,13,17,24%,4,772,20,1,124,6,13,7,4,2,4,,,,,,,,,,,,,,,
Neeskens,Kebano,,Midfielder,170cm,DR Congo,https://resources.premierleague.com/premierleague/flags/CD.png,10/03/1992,29,https://resources.premierleague.com/premierleague/photos/players/250x250/p92259.png,,,20,50%,,4,1,7,4,,62,61,72,17,6,19,,0,3,253,8.72,2,33,18%,0,1,0,0,11,3,0,0,0,0,2,0.00,0,0,16,2,13%,1,,,,,,,,
Josh,Keeley,,Goalkeeper,,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,17/05/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Thilo,Kehrer,,Defender,186cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,21/09/1996,31,https://resources.premierleague.com/premierleague/photos/players/250x250/p201057.png,5,35,44,57%,0,3,34,73,44,1,117,101,101,8,37,35,1,1,2,"1,001",32.29,2,23,17%,1,45,6,0,33,0,0,0,0,0,0,,,,,,,,,,,,,,,
Naby,Keïta,,Midfielder,172cm,Guinea,https://resources.premierleague.com/premierleague/flags/GN.png,10/02/1995,84,https://resources.premierleague.com/premierleague/photos/players/250x250/p175592.png,,,129,47%,,33,47,26,12,,327,271,305,73,31,61,,0,5,"2,946",35.07,9,25,8%,19,55,6,0,80,1,7,1,4,2,2,0.08,0,0,84,26,31%,5,,,,,,,,
Caoimhín,Kelleher,Liverpool,Goalkeeper,188cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,23/11/1998  (25),10,https://resources.premierleague.com/premierleague/photos/players/250x250/p200720.png,3,13,,,,,,,,,,,,,,,0,1,0,339,33.90,,,,,34,0,0,0,,0,,,,,,,,,,,,31,0,2,4,4,8,51,48
Lloyd,Kelly,Bournemouth,Defender,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/10/1998  (25),45,https://resources.premierleague.com/premierleague/photos/players/250x250/p235530.png,8,76,59,61%,0,3,40,146,57,1,253,141,122,5,63,55,0,1,2,"1,751",38.91,0,31,19%,3,101,6,0,36,0,0,0,0,0,0,,,,,,,,,,,,,,,
Omari,Kellyman,Aston Villa,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/09/2005  (18),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p549068.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
,Kepa,,Goalkeeper,189cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,03/10/1994,109,https://resources.premierleague.com/premierleague/photos/players/250x250/p109745.png,35,129,,,,,,,,,,,,,,,0,3,0,"3,150",28.90,,,,,488,4,0,0,,0,,,,,,,,,,,,255,1,36,49,13,45,528,703
Milos,Kerkez,Bournemouth,Defender,180cm,Hungary,https://resources.premierleague.com/premierleague/flags/HU.png,07/11/2003  (20),19,https://resources.premierleague.com/premierleague/photos/players/250x250/p544877.png,2,28,34,56%,0,4,12,40,18,0,61,71,63,8,15,24,1,1,1,417,21.95,1,35,20%,1,16,2,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,,
Kaine,Kesler-Hayden,Aston Villa,Defender,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/10/2002  (21),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Aaron,Keto-Diyawa,Wolverhampton Wanderers,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,11/09/2003  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Reda,Khadra,,Midfielder,175cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,04/07/2001,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p465572.png,,,0,0%,,0,0,0,0,,0,0,1,0,0,1,,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Gavin,Kilkenny,,Midfielder,170cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,01/02/2000,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p444183.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Maximilian,Kilman,Wolverhampton Wanderers,Defender,194cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/05/1997  (26),115,https://resources.premierleague.com/premierleague/photos/players/250x250/p214048.png,31,134,143,55%,0,6,114,440,264,5,579,482,298,52,249,142,0,2,1,"5,939",51.64,3,13,23%,2,332,15,0,86,0,3,1,0,2,3,,,,,,,,,,,,,,,
Kim,Ji-Soo,Brentford,Defender,192cm,South Korea,https://resources.premierleague.com/premierleague/flags/KR.png,24/12/2004  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p570241.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Joshua,King,Fulham,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/01/2007  (17),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Max,Kinsey-Wellings,Bournemouth,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/02/2005  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jakub,Kiwior,Arsenal,Defender,189cm,Poland,https://resources.premierleague.com/premierleague/flags/PL.png,15/02/2000  (24),21,https://resources.premierleague.com/premierleague/photos/players/250x250/p440854.png,4,13,22,68%,0,1,11,31,15,0,39,40,32,2,14,16,0,0,2,560,26.67,1,6,33%,1,19,1,0,9,0,2,1,1,0,0,,,,,,,,,,,,,,,
Justin,Kluivert,Bournemouth,Forward,171cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,05/05/1999  (24),20,https://resources.premierleague.com/premierleague/photos/players/250x250/p222683.png,,,21,,,12,5,7,2,,,,,,,,,,0,221,11.05,1,17,,,,3,0,32,4,3,0,3,0,0,0.15,0,0,26,8,31%,2,,,,,,,,
Ben,Knight,,Forward,171cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,14/06/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p244932.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jacob,Knightbridge,,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/01/2004,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Anthony,Knockaert,,Forward,172cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,20/11/1991,72,https://resources.premierleague.com/premierleague/photos/players/250x250/p83543.png,,,79,,,26,56,19,8,,,,,,,,,,7,"1,723",23.93,9,245,,,,8,2,49,11,5,0,1,4,2,0.07,0,0,81,22,27%,7,,,,,,,,
Luca,Koleosho,Burnley,Forward,175cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,15/09/2004  (19),15,https://resources.premierleague.com/premierleague/photos/players/250x250/p487702.png,,,7,,,6,2,0,0,,,,,,,,,,1,246,16.40,2,23,,,,0,0,18,8,1,0,1,0,1,0.07,0,0,23,5,22%,3,,,,,,,,
Yunus,Konak,Brentford,Midfielder,181cm,Turkey,https://resources.premierleague.com/premierleague/flags/TR.png,10/01/2006  (18),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p628204.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ibrahima,Konaté,Liverpool,Defender,194cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,25/05/1999  (24),47,https://resources.premierleague.com/premierleague/photos/players/250x250/p204716.png,15,46,80,66%,1,6,58,136,70,1,250,264,148,17,138,54,1,3,0,"2,973",63.26,2,2,0%,7,96,10,1,61,1,0,0,0,0,0,,,,,,,,,,,,,,,
Terence,Kongolo,,Defender,188cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,14/02/1994,46,https://resources.premierleague.com/premierleague/photos/players/250x250/p109434.png,5,80,110,62%,1,1,99,163,70,1,174,246,122,17,85,51,1,1,1,"1,504",32.70,1,39,18%,1,82,4,0,26,2,1,1,0,0,0,,,,,,,,,,,,,,,
Ezri,Konsa,Aston Villa,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/10/1997  (26),151,https://resources.premierleague.com/premierleague/photos/players/250x250/p199798.png,39,201,144,53%,2,14,117,465,211,1,620,682,330,41,280,192,0,3,2,"6,329",41.91,5,31,32%,2,239,21,2,75,3,5,2,3,0,1,,,,,,,,,,,,,,,
Kalidou,Koulibaly,,Defender,195cm,Senegal,https://resources.premierleague.com/premierleague/flags/SN.png,20/06/1991,23,https://resources.premierleague.com/premierleague/photos/players/250x250/p86129.png,5,22,45,69%,3,1,29,72,27,2,126,91,68,4,33,28,0,0,1,"1,450",63.04,0,4,25%,0,66,5,1,22,0,2,0,1,1,0,,,,,,,,,,,,,,,
Lewis,Koumas,,Forward,,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,19/09/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Cheikhou,Kouyaté,Nottingham Forest,Midfielder,189cm,Senegal,https://resources.premierleague.com/premierleague/flags/SN.png,21/12/1989  (34),289,https://resources.premierleague.com/premierleague/photos/players/250x250/p55037.png,,,591,66%,,37,389,593,354,,"1,409","1,693","1,355",156,706,529,,1,11,"8,158",28.23,6,111,17%,8,304,37,1,330,17,15,7,7,0,9,0.05,0,0,190,61,32%,13,,,,,,,,
Mateo,Kovacic,Manchester City,Midfielder,177cm,Croatia,https://resources.premierleague.com/premierleague/flags/HR.png,06/05/1994  (29),161,https://resources.premierleague.com/premierleague/photos/players/250x250/p91651.png,,,262,63%,,57,73,76,31,,695,697,500,242,48,55,,0,13,"8,477",52.65,22,34,15%,50,327,30,0,109,0,4,0,4,0,1,0.02,0,0,130,24,18%,6,,,,,,,,
Matej,Kovár,,Goalkeeper,196cm,Czech Republic,https://resources.premierleague.com/premierleague/flags/CZ.png,17/05/2000,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p446189.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Kacper,Kozlowski,,Midfielder,182cm,Poland,https://resources.premierleague.com/premierleague/flags/PL.png,16/10/2003  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p484658.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Emil,Krafth,Newcastle United,Defender,184cm,Sweden,https://resources.premierleague.com/premierleague/flags/SE.png,02/08/1994  (29),60,https://resources.premierleague.com/premierleague/photos/players/250x250/p111773.png,9,71,77,49%,1,5,48,135,67,0,201,170,146,10,56,59,0,1,2,"1,452",24.20,4,66,17%,0,42,9,0,39,1,1,1,0,0,0,,,,,,,,,,,,,,,
Tim,Krul,Luton Town,Goalkeeper,188cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,03/04/1988  (35),222,https://resources.premierleague.com/premierleague/photos/players/250x250/p20480.png,51,371,,,,,,,,,,,,,,,2,20,2,"6,246",28.14,,,,,"1,694",10,0,3,,0,,,,,,,,,,,,691,4,127,252,93,194,947,"1,933"
Mohammed,Kudus,West Ham United,Midfielder,177cm,Ghana,https://resources.premierleague.com/premierleague/flags/GH.png,02/08/2000  (23),20,https://resources.premierleague.com/premierleague/photos/players/250x250/p460842.png,,,41,76%,,12,5,5,0,,122,157,134,61,13,18,,0,1,423,21.15,2,45,20%,1,24,5,0,26,6,6,0,3,3,1,0.30,0,0,29,10,34%,1,,,,,,,,
Dejan,Kulusevski,Tottenham Hotspur,Midfielder,186cm,Sweden,https://resources.premierleague.com/premierleague/flags/SE.png,25/04/2000  (23),71,https://resources.premierleague.com/premierleague/photos/players/250x250/p445044.png,,,97,49%,,50,35,9,3,,313,281,420,116,11,23,,0,17,"1,912",26.93,21,147,25%,22,28,11,0,94,16,13,1,2,10,1,0.18,0,0,110,38,35%,5,,,,,,,,
Garang,Kuol,,Forward,175cm,Australia,https://resources.premierleague.com/premierleague/flags/AU.png,15/09/2004,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Layvin,Kurzawa,,Defender,182cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,04/09/1992,3,https://resources.premierleague.com/premierleague/photos/players/250x250/p89068.png,0,4,3,67%,0,0,2,2,1,0,5,5,6,2,0,2,0,0,0,27,9.00,0,2,50%,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Levi,Laing,West Ham United,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/04/2003  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Adam,Lallana,Brighton &amp; Hove Albion,Midfielder,172cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/05/1988  (35),284,https://resources.premierleague.com/premierleague/photos/players/250x250/p39155.png,,,400,70%,,104,200,149,58,,"1,119","1,091","1,307",249,154,296,,0,32,"8,911",31.38,31,509,20%,50,188,22,0,179,60,33,2,14,15,9,0.12,0,0,327,112,34%,25,,,,,,,,
Tariq,Lamptey,Brighton &amp; Hove Albion,Defender,163cm,Ghana,https://resources.premierleague.com/premierleague/flags/GH.png,30/09/2000  (23),81,https://resources.premierleague.com/premierleague/photos/players/250x250/p232792.png,5,60,82,67%,0,12,68,47,22,1,242,291,270,71,19,56,0,0,7,"1,638",20.22,10,198,21%,4,22,12,1,74,6,1,0,1,0,0,,,,,,,,,,,,,,,
Will,Lankshear,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/04/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Manuel,Lanzini,,Midfielder,167cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,15/02/1993,179,https://resources.premierleague.com/premierleague/photos/players/250x250/p86934.png,,,161,63%,,63,146,45,12,,886,641,638,288,28,88,,1,17,"6,841",38.22,23,290,26%,27,181,22,0,69,26,27,1,20,6,2,0.15,5,1,226,72,32%,13,,,,,,,,
Aymeric,Laporte,,Defender,189cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,27/05/1994,121,https://resources.premierleague.com/premierleague/photos/players/250x250/p146941.png,50,74,120,52%,3,17,104,267,159,0,647,436,267,18,245,151,0,1,3,"10,109",83.55,2,20,15%,6,489,11,1,68,7,8,6,1,1,1,,,,,,,,,,,,,,,
Yasser,Larouci,Sheffield United,Defender,176cm,Algeria,https://resources.premierleague.com/premierleague/flags/DZ.png,01/01/2001  (23),9,https://resources.premierleague.com/premierleague/photos/players/250x250/p432990.png,0,10,15,47%,0,1,7,18,9,0,25,28,19,8,1,3,0,0,0,127,14.11,1,4,0%,0,2,1,0,5,1,0,0,0,0,0,,,,,,,,,,,,,,,
Richie,Laryea,,Defender,175cm,Canada,https://resources.premierleague.com/premierleague/flags/CA.png,07/01/1995,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p221403.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jamaal,Lascelles,Newcastle United,Defender,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,11/11/1993  (30),174,https://resources.premierleague.com/premierleague/photos/players/250x250/p101148.png,38,216,133,54%,6,13,161,899,510,6,751,733,428,19,525,252,2,4,1,"5,791",33.28,2,9,0%,2,326,32,1,122,4,10,10,0,0,2,,,,,,,,,,,,,,,
Roméo,Lavia,Chelsea,Midfielder,181cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,06/01/2004  (20),30,https://resources.premierleague.com/premierleague/photos/players/250x250/p514356.png,,,61,57%,,6,33,24,5,,187,145,114,28,8,10,,1,0,"1,018",33.93,0,3,67%,5,47,9,0,29,0,1,0,1,0,0,0.03,0,0,12,3,25%,0,,,,,,,,
Dexter,Lembikisa,,Defender,180cm,Jamaica,https://resources.premierleague.com/premierleague/flags/JM.png,04/11/2003,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p492776.png,0,1,0,0%,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,11,11.00,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Clément,Lenglet,Aston Villa,Defender,186cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,17/06/1995  (28),35,https://resources.premierleague.com/premierleague/photos/players/250x250/p171101.png,3,48,46,65%,0,10,23,97,58,0,142,138,99,10,56,38,0,0,3,"2,089",59.69,2,18,33%,5,109,6,0,26,0,0,0,0,0,0,,,,,,,,,,,,,,,
Bernd,Leno,Fulham,Goalkeeper,189cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,04/03/1992  (31),163,https://resources.premierleague.com/premierleague/photos/players/250x250/p80201.png,39,220,,,,,,,,,,,,,,,2,10,0,"4,977",30.53,,,,,650,8,1,3,,0,,,,,,,,,,,,552,3,68,85,36,77,858,"1,110"
Marc,Leonard,,Midfielder,,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,19/12/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p433138.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jefferson,Lerma,Crystal Palace,Midfielder,179cm,Colombia,https://resources.premierleague.com/premierleague/flags/CO.png,25/10/1994  (29),121,https://resources.premierleague.com/premierleague/photos/players/250x250/p152551.png,,,179,61%,,21,179,260,161,,889,638,543,68,254,194,,1,3,"5,479",45.28,10,33,18%,18,240,36,1,157,10,9,2,6,1,5,0.07,0,0,126,31,25%,6,,,,,,,,
Marcel,Lewis,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/09/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p436702.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lewis,Miley,Newcastle United U19,Midfielder,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/05/2006  (17),16,https://resources.premierleague.com/premierleague/photos/players/250x250/p547719.png,,,33,64%,,7,8,16,5,,74,58,49,8,11,11,,0,2,496,31.00,3,11,18%,3,16,1,0,5,2,1,0,1,0,1,0.06,0,0,14,3,21%,1,,,,,,,,
Keane,Lewis-Potter,Brentford,Forward,170cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/02/2001  (23),29,https://resources.premierleague.com/premierleague/photos/players/250x250/p249231.png,,,15,,,8,3,9,5,,,,,,,,,,1,267,9.21,3,35,,,,0,0,7,4,2,0,1,1,2,0.07,0,0,28,10,36%,8,,,,,,,,
Myles,Lewis-Skelly,Arsenal U19,Midfielder,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/09/2006  (17),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Victor,Lindelöf,Manchester United,Defender,187cm,Sweden,https://resources.premierleague.com/premierleague/flags/SE.png,17/07/1994  (29),175,https://resources.premierleague.com/premierleague/photos/players/250x250/p184667.png,46,192,158,62%,1,6,148,583,297,0,907,577,397,24,347,225,2,2,5,"9,278",53.02,7,7,0%,12,344,15,0,114,6,4,1,2,1,0,,,,,,,,,,,,,,,
Jesse,Lingard,,Midfielder,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,15/12/1992,182,https://resources.premierleague.com/premierleague/photos/players/250x250/p109322.png,,,155,68%,,72,61,39,5,,456,447,656,122,20,109,,0,14,"4,596",25.25,19,172,15%,34,84,20,0,174,29,29,2,22,5,6,0.16,2,0,238,99,42%,20,,,,,,,,
Tino,Livramento,Newcastle United,Defender,182cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/11/2002  (21),49,https://resources.premierleague.com/premierleague/photos/players/250x250/p441191.png,7,60,71,52%,0,4,64,74,38,1,235,199,129,42,32,29,0,0,1,"1,315",26.84,5,75,20%,2,34,3,0,15,2,1,1,0,0,2,,,,,,,,,,,,,,,
Hugo,Lloris,,Goalkeeper,188cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,26/12/1986,361,https://resources.premierleague.com/premierleague/photos/players/250x250/p37915.png,127,398,,,,,,,,,,,,,,,1,25,0,"9,003",24.94,,,,,"2,000",5,0,3,,0,,,,,,,,,,,,986,5,202,276,104,290,"1,673","2,600"
Giovani,Lo Celso,Villarreal,Midfielder,177cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,09/04/1996  (27),66,https://resources.premierleague.com/premierleague/photos/players/250x250/p200826.png,,,103,61%,,13,21,24,10,,231,270,270,56,22,44,,0,5,"2,034",30.82,5,103,19%,11,76,12,0,59,1,3,0,0,3,2,0.05,0,0,50,14,28%,3,,,,,,,,
